"","x"
"1",0
"2",4.072
"3",11.073
"4",7.376
"5",1.711
"6",11.12
"7",11.893
"8",4.596
"9",1.781
"10",1.183
"11",0.814
"12",10.218
"13",0
"14",1.675
"15",10.036
"16",12.234
"17",10.641
"18",9.959
"19",10.5
"20",0.421
"21",9.63
"22",0
"23",9.126
"24",0.719
"25",2.61
"26",5.659
"27",2.477
"28",8.592
"29",1.497
"30",8.088
"31",10.3
"32",-0.026
"33",4.467
"34",10.621
"35",2.792
"36",-0.107
"37",0.496
"38",0.492
"39",10.31
"40",2.081
"41",0.942
"42",10.122
"43",8.475
"44",1.833
"45",0
"46",10.802
"47",0.425
"48",10.581
"49",10.258
"50",8.462
