"","weight"
"1",1.11492107370135
"2",2.06300484729299
"3",1.19657051582377
"4",1.66460205446245
"5",1.21669388069272
"6",2.40407487401694
"7",0.763934421343087
"8",0.385324279859433
"9",0.642657762693976
"10",0.374257932083355
"11",0.528606659319991
"12",1.83355419877905
"13",0.529979056811214
"14",0.611749786010758
"15",1.3195684902917
"16",1.08045777349486
"17",1.57064827428573
"18",0.749308881639152
"19",4.82275763445785
"20",1.32026095891773
"21",1.73509769176664
"22",1.40770202809794
"23",1.95329695641364
"24",0.655133574190937
"25",0.671419243173232
"26",0.651291793384701
"27",1.90457449325026
"28",1.91890176916923
"29",1.86969542934162
"30",1.21820564755601
"31",1.21033920914332
"32",1.18303381203733
"33",1.09805691998222
"34",1.96820324127909
"35",1.98474280403386
"36",2.1225871004859
"37",0.931599162909285
"38",0.456754858055204
"39",0.351745647215632
"40",0.488507932724888
"41",0.384182248824272
"42",0.489991837008683
"43",0.416198510809771
"44",0.343324919471775
"45",0.858268605871677
"46",0.552539591548467
"47",0.659564249916993
"48",1.05165735912051
"49",0.636330103012579
"50",1.34188076974083
