"","x"
"1",1.191
"2",0.342
"3",2.096
"4",0.096
"5",4.727
"6",0.778
"7",4.798
"8",0
"9",0.186
"10",2.755
"11",0.753
"12",0.743
"13",1.298
"14",0.986
"15",1.036
"16",4.474
"17",0.86
"18",8.162
"19",0.002
"20",0.479
"21",0.517
"22",0
"23",0
"24",1.057
"25",0
"26",0.799
"27",0.016
"28",0.886
"29",0.299
"30",0.705
"31",2.317
"32",1.041
"33",0.865
"34",0.527
"35",0.752
"36",0.505
"37",4.359
"38",8.598
"39",0.811
"40",8.753
"41",0.916
"42",3.539
"43",1.022
"44",0.004
"45",3.612
"46",10.14
"47",0.726
"48",0.472
"49",0.022
