"","x"
"1",7.13
"2",8.986
"3",2.096
"4",4.656
"5",4.727
"6",4.798
"7",0.186
"8",2.755
"9",5.998
"10",7.217
"11",11.202
"12",1.298
"13",0.986
"14",1.036
"15",4.474
"16",8.162
"17",0.517
"18",0
"19",1.057
"20",0
"21",-0.221
"22",0.799
"23",0.016
"24",0.886
"25",0.299
"26",0.705
"27",2.317
"28",1.041
"29",0.865
"30",0.527
"31",0.752
"32",0.505
"33",4.359
"34",8.598
"35",9.057
"36",14.97
"37",0.811
"38",8.753
"39",0.916
"40",0.173
"41",3.539
"42",0.825
"43",1.022
"44",0.004
"45",3.612
"46",10.14
"47",0.519
"48",0.726
"49",0.472
"50",0.022
