"","x"
"1",17.967
"2",22.793
"3",18.348
"4",22.112
"5",23.675
"6",22.801
"7",24.94
"8",22.567
"9",22.072
"10",17.744
"11",20.467
"12",25.236
"13",18.018
"14",20.538
"15",23.673
"16",18.627
"17",21.253
"18",20.158
"19",21.55
"20",20.565
"21",21.986
"22",19.812
"23",21.723
"24",19.344
"25",18.081
"26",17.124
"27",14.97
"28",22.698
"29",21.759
"30",20.689
"31",19.466
"32",20.389
"33",21.982
"34",21.024
"35",20.708
"36",20.881
"37",21.932
"38",21.415
"39",19.55
"40",16.697
"41",17.92
"42",18.242
"43",20.471
"44",16.374
