"","V1","V2"
"1",1,4
"2",2,4
"3",3,6
"4",5,7
"5",1,8
"6",6,8
"7",4,9
"8",9,10
"9",5,11
"10",7,12
"11",6,13
"12",11,13
"13",9,14
"14",4,15
"15",8,15
"16",14,15
"17",10,16
"18",14,17
"19",15,17
"20",14,18
"21",16,18
"22",18,19
"23",12,20
"24",13,21
"25",17,21
"26",22,23
"27",13,24
"28",22,24
"29",20,25
"30",20,26
"31",22,26
"32",21,27
"33",24,27
"34",25,27
"35",27,29
"36",28,30
"37",29,30
"38",30,31
"39",29,32
"40",30,33
"41",32,33
"42",32,34
"43",25,35
"44",35,36
"45",35,37
"46",20,38
"47",25,38
"48",38,39
