"","x"
"1",17.328
"2",17.263
"3",17.316
"4",17.635
"5",17.6
"6",17.66
"7",17.728
"8",17.758
"9",17.714
"10",17.742
"11",17.595
"12",17.568
"13",17.356
"14",17.568
"15",20.269
"16",20.108
"17",21.041
"18",18.987
"19",18.181
"20",21.94
"21",21.994
"22",21.879
"23",21.912
"24",21.979
"25",22.042
"26",20.562
"27",20.66
"28",22.14
"29",18.456
"30",20.21
"31",20.499
"32",20.876
"33",20.098
"34",20.487
"35",20.451
"36",20.266
"37",18.487
"38",18.572
"39",22.047
"40",20.658
"41",21.932
"42",17.517
"43",19.591
"44",18.551
"45",19.64
"46",18.755
"47",18.16
"48",18.884
"49",19.272
"50",19.068
"51",19.173
"52",21.241
"53",21.299
