"","x"
"1",7.17
"2",8.786
"3",10.838
"4",5.656
"5",6.218
"6",7.974
"7",6.615
"8",7.317
"9",4.948
"10",7.556
"11",7.757
"12",6.897
"13",5.209
"14",0.651
"15",7.136
"16",5.298
"17",7.362
"18",7.025
"19",5.2
"20",5.974
"21",2.696
"22",7.448
"23",5.899
"24",6.323
"25",5.074
"26",1.918
"27",4.086
"28",5.654
"29",3.177
"30",6.821
"31",7.459
"32",5.862
"33",7.431
"34",6.878
"35",6.359
"36",5.093
"37",5.038
"38",8.886
"39",8.5
"40",7.296
"41",8.544
"42",6.963
"43",7.798
"44",6.821
"45",8.347
"46",6.648
