"","V1","V2"
"1",1,3
"2",1,4
"3",2,5
"4",3,7
"5",4,7
"6",8,10
"7",9,10
"8",4,11
"9",3,13
"10",12,14
"11",6,15
"12",13,15
"13",11,16
"14",5,17
"15",7,17
"16",11,17
"17",12,18
"18",13,18
"19",16,18
"20",13,19
"21",14,19
"22",15,19
"23",18,19
"24",15,20
"25",13,22
"26",17,22
"27",21,22
"28",12,24
"29",18,24
"30",22,25
"31",25,27
"32",18,28
"33",19,29
"34",10,30
"35",27,30
"36",26,31
"37",30,31
"38",21,32
"39",23,32
"40",31,33
"41",21,34
"42",27,34
"43",30,35
"44",35,36
"45",35,37
"46",32,38
"47",34,39
"48",35,39
"49",36,39
