"","x"
"1",19.772
"2",12.62
"3",19.37
"4",23.324
"5",19.977
"6",6.93
"7",15.897
"8",13.673
"9",19.369
"10",17.311
"11",19.105
"12",21.372
"13",14.435
"14",17.785
"15",16.234
"16",21.614
"17",18.577
"18",21.73
"19",19.429
"20",8.345
"21",21.741
"22",22.987
"23",20.17
"24",15.066
"25",14.609
"26",18.277
"27",16.736
"28",20.193
"29",16.253
"30",20.679
"31",16.772
"32",17.258
"33",18.283
"34",9.502
"35",16.749
"36",13.071
"37",16.299
"38",16.88
"39",11.625
"40",18.125
"41",13.644
"42",16.574
"43",16.507
