"","x"
"1",18.864
"2",18.815
"3",16.265
"4",15.994
"5",18.611
"6",20.394
"7",19.738
"8",16.483
"9",19.576
"10",18.179
"11",18.715
"12",21.713
"13",19.666
"14",17.67
"15",20.81
"16",20.73
"17",17.57
"18",17.621
"19",18.309
"20",21.459
"21",19.134
"22",21.377
"23",17.679
"24",16.779
"25",19.401
"26",18.834
"27",19.671
"28",18.137
"29",19.519
"30",20.193
"31",18.422
"32",11.221
"33",19.78
"34",18.01
"35",10.703
"36",10.31
"37",17.518
"38",19.024
"39",9.846
"40",18.916
"41",19.07
"42",19.006
"43",17.449
"44",19.188
"45",14.448
