"","x"
"1",15.959
"2",14.173
"3",16.808
"4",21.502
"5",23.054
"6",19.663
"7",22.447
"8",16.854
"9",23.492
"10",23.448
"11",22.135
"12",20.754
"13",22.934
"14",22.819
"15",16.546
"16",16.591
"17",21.571
"18",20.226
"19",22.707
"20",15.76
"21",21.772
"22",20.994
"23",21.14
"24",14.81
"25",15.416
"26",14.464
"27",21.537
"28",15.546
"29",15.513
"30",18.997
"31",19.098
"32",22.269
"33",15.946
"34",18
"35",19.094
"36",18.946
"37",16.332
"38",16.565
"39",19.744
"40",18.548
"41",17.386
"42",20.011
"43",19.445
"44",19.626
