"","V1","V2"
"1",1,9
"2",2,3
"3",2,4
"4",2,5
"5",2,7
"6",2,8
"7",3,6
"8",4,8
"9",6,9
"10",6,20
"11",7,9
"12",7,13
"13",7,16
"14",7,20
"15",8,10
"16",8,11
"17",8,20
"18",9,14
"19",9,15
"20",9,19
"21",10,17
"22",11,30
"23",12,13
"24",12,16
"25",12,26
"26",13,14
"27",13,19
"28",14,18
"29",14,21
"30",14,26
"31",15,21
"32",16,25
"33",17,20
"34",17,22
"35",18,26
"36",19,24
"37",20,24
"38",20,33
"39",21,23
"40",23,27
"41",23,35
"42",24,25
"43",24,27
"44",24,39
"45",25,28
"46",27,33
"47",27,36
"48",28,29
"49",28,31
"50",29,30
"51",29,34
"52",30,37
"53",31,34
"54",31,38
"55",32,38
"56",32,39
"57",33,40
"58",33,42
"59",35,36
"60",36,41
"61",39,42
