"","x"
"1",0
"2",6.753
"3",6.785
"4",0.203
"5",10.139
"6",4.264
"7",0
"8",1.064
"9",0
"10",0.145
"11",2.267
"12",0
"13",0.117
"14",1.001
"15",1.416
"16",1.571
"17",3.658
"18",10.586
"19",10.103
"20",2.39
"21",1.948
"22",1.158
"23",8.973
"24",11.141
"25",5.687
"26",4.87
"27",0.319
"28",9.142
"29",3.587
"30",0
"31",3.008
"32",7.788
"33",0
"34",1.174
"35",0.109
"36",0.256
"37",0.025
"38",2.392
"39",0.521
"40",4.74
"41",0
"42",0.094
"43",0.339
"44",0.618
"45",0.236
"46",2.713
"47",4.338
"48",8.187
"49",0
"50",1.337
