"","V1","V2"
"1",1,4
"2",2,4
"3",6,7
"4",1,8
"5",4,8
"6",5,9
"7",7,10
"8",8,10
"9",10,12
"10",4,13
"11",12,13
"12",13,14
"13",9,15
"14",14,15
"15",11,16
"16",15,16
"17",3,17
"18",11,17
"19",12,19
"20",14,20
"21",15,21
"22",16,21
"23",20,21
"24",16,22
"25",6,24
"26",12,25
"27",19,25
"28",17,26
"29",22,27
"30",18,28
"31",23,28
"32",24,28
"33",6,29
"34",24,29
"35",20,30
"36",24,30
"37",26,30
"38",3,31
"39",27,32
"40",22,33
"41",29,34
"42",13,35
"43",29,36
"44",30,36
"45",27,37
"46",33,37
"47",26,38
"48",31,38
"49",35,39
"50",32,40
"51",35,40
"52",36,40
"53",30,41
"54",36,41
"55",38,42
"56",41,42
"57",40,43
"58",37,44
"59",41,44
