"","x"
"1",0
"2",0
"3",0
"4",6.753
"5",6.785
"6",10.265
"7",10.139
"8",4.264
"9",0
"10",0
"11",0
"12",0.145
"13",2.267
"14",0.034
"15",0
"16",0.117
"17",1.001
"18",1.416
"19",1.571
"20",3.658
"21",10.586
"22",11.234
"23",10.103
"24",11.305
"25",2.39
"26",1.948
"27",8.973
"28",11.141
"29",5.687
"30",0
"31",0.23
"32",4.87
"33",9.142
"34",3.587
"35",0
"36",3.008
"37",7.788
"38",0
"39",0.109
"40",0
"41",0.256
"42",2.392
"43",0.521
"44",4.74
"45",10.161
"46",0
"47",0.094
"48",0.618
"49",2.713
"50",4.338
"51",0.263
"52",0.351
"53",0
"54",1.337
