"","V1","V2"
"1",1,5
"2",2,5
"3",3,6
"4",5,6
"5",4,8
"6",5,8
"7",7,9
"8",7,11
"9",10,11
"10",6,12
"11",2,13
"12",8,13
"13",5,14
"14",6,14
"15",9,14
"16",13,15
"17",14,15
"18",11,16
"19",11,17
"20",16,18
"21",12,19
"22",17,19
"23",19,20
"24",8,21
"25",13,22
"26",21,22
"27",21,23
"28",15,24
"29",22,24
"30",17,25
"31",15,26
"32",24,26
"33",25,26
"34",17,27
"35",19,27
"36",25,28
"37",27,28
"38",27,29
"39",18,31
"40",28,31
"41",29,31
"42",30,31
"43",28,33
"44",30,33
"45",32,33
"46",29,34
"47",31,34
"48",28,35
"49",24,36
"50",26,36
"51",32,36
