"","x"
"1",2.405
"2",3.087
"3",6.813
"4",8.055
"5",8.53
"6",8.398
"7",4.075
"8",6.359
"9",6.601
"10",3.687
"11",5.604
"12",3.459
"13",6.687
"14",7.638
"15",9.728
"16",0.633
"17",6.886
"18",0.91
"19",1.225
"20",5.987
"21",3.559
"22",7.742
"23",6.444
"24",6.419
"25",7.51
"26",6.883
"27",2.737
"28",8.118
"29",1.708
"30",1.096
"31",4.823
"32",7.351
"33",13.497
"34",1.488
"35",2.697
"36",10.409
"37",2.202
"38",4.6
"39",3.737
"40",3.863
"41",13.516
"42",15.799
"43",13.239
"44",2.859
"45",6.251
"46",13.662
"47",7.372
"48",4.642
