"","x"
"1",3.383
"2",4.124
"3",2.405
"4",8.27
"5",3.087
"6",2.337
"7",6.813
"8",8.055
"9",8.53
"10",8.398
"11",2.827
"12",4.075
"13",6.359
"14",6.601
"15",3.687
"16",10.984
"17",5.604
"18",3.459
"19",6.687
"20",7.638
"21",9.728
"22",0.633
"23",6.886
"24",0.564
"25",0.91
"26",1.225
"27",5.987
"28",3.559
"29",7.742
"30",6.444
"31",6.419
"32",1.004
"33",7.51
"34",12.565
"35",6.883
"36",2.737
"37",8.118
"38",1.493
"39",1.708
"40",1.096
"41",4.823
"42",7.351
"43",1.167
"44",13.497
"45",1.488
"46",2.697
"47",10.409
"48",4.6
"49",3.737
"50",3.863
"51",2.859
"52",10.807
"53",6.251
"54",1.362
"55",7.372
"56",4.642
