"","x"
"1",0.325
"2",3.383
"3",4.124
"4",8.27
"5",3.087
"6",2.337
"7",6.813
"8",8.055
"9",2.827
"10",4.075
"11",6.359
"12",10.984
"13",5.604
"14",3.459
"15",6.687
"16",7.638
"17",9.728
"18",6.886
"19",0.564
"20",0.91
"21",5.987
"22",7.742
"23",6.444
"24",6.419
"25",1.004
"26",7.51
"27",12.565
"28",8.118
"29",1.141
"30",1.493
"31",4.823
"32",7.351
"33",1.167
"34",13.497
"35",1.488
"36",2.697
"37",10.409
"38",2.202
"39",4.6
"40",3.737
"41",3.863
"42",2.235
"43",2.859
"44",10.807
"45",6.251
"46",1.362
"47",7.372
"48",1.744
"49",4.642
