"","V1","V2"
"1",1,2
"2",3,5
"3",4,5
"4",4,6
"5",5,7
"6",5,9
"7",6,9
"8",7,9
"9",1,10
"10",2,10
"11",6,11
"12",8,11
"13",9,11
"14",8,12
"15",10,12
"16",7,13
"17",13,14
"18",10,15
"19",10,16
"20",12,16
"21",14,17
"22",16,17
"23",13,18
"24",14,18
"25",15,19
"26",15,20
"27",16,20
"28",13,21
"29",18,22
"30",11,23
"31",21,23
"32",18,24
"33",21,24
"34",22,24
"35",22,25
"36",24,26
"37",25,26
"38",26,27
"39",21,28
"40",26,28
"41",17,29
"42",28,29
"43",20,30
"44",27,30
"45",19,31
"46",20,31
"47",29,31
"48",30,31
