"","x"
"1",3.722
"2",9.796
"3",11.571
"4",4.433
"5",11.183
"6",9.712
"7",4.33
"8",3.984
"9",2.166
"10",13.654
"11",10.238
"12",11.738
"13",10.376
"14",8.863
"15",10.328
"16",9.751
"17",9.948
"18",11.344
"19",9.495
"20",9.914
"21",13.467
"22",0.359
"23",14.485
"24",11.458
"25",9.641
"26",7.49
"27",13.538
"28",14.359
"29",0.647
"30",11.14
"31",6.707
"32",7.146
"33",2.736
"34",11.703
"35",11.017
"36",8.762
"37",9.543
"38",11.261
"39",13.823
"40",7.25
"41",8.917
"42",14.156
"43",9.252
"44",9.496
"45",2.405
"46",12.967
"47",11.765
"48",10.305
"49",10.119
"50",10.153
"51",10.625
"52",10.042
"53",8.822
"54",10.099
"55",8.17
"56",1.522
"57",11.851
"58",10.394
"59",10.149
"60",10.581
"61",9.55
"62",8.888
