"","x"
"1",3.722
"2",4.29
"3",4.433
"4",0.391
"5",9.712
"6",3.984
"7",2.166
"8",10.238
"9",1.587
"10",10.376
"11",8.863
"12",0.376
"13",10.328
"14",9.751
"15",9.948
"16",11.344
"17",9.495
"18",9.914
"19",0.359
"20",11.458
"21",9.641
"22",7.49
"23",13.538
"24",0.647
"25",11.14
"26",6.707
"27",7.146
"28",2.736
"29",11.017
"30",8.762
"31",9.543
"32",11.261
"33",13.823
"34",7.25
"35",0.302
"36",8.917
"37",9.252
"38",9.496
"39",10.726
"40",2.405
"41",11.765
"42",10.305
"43",10.119
"44",10.153
"45",10.625
"46",8.822
"47",10.099
"48",8.17
"49",1.522
"50",10.394
"51",10.149
"52",10.581
"53",8.888
