"","x"
"1",11.85
"2",12.381
"3",11.587
"4",13.652
"5",13.578
"6",9.796
"7",11.571
"8",4.433
"9",11.183
"10",12.536
"11",9.712
"12",11.24
"13",12.334
"14",13.654
"15",10.238
"16",11.738
"17",12.659
"18",10.376
"19",13.943
"20",8.863
"21",13.747
"22",10.328
"23",9.751
"24",9.948
"25",11.344
"26",9.495
"27",13.842
"28",14.612
"29",13.467
"30",14.485
"31",11.95
"32",11.458
"33",9.641
"34",14.726
"35",7.49
"36",13.538
"37",14.359
"38",11.14
"39",11.92
"40",7.146
"41",11.703
"42",11.017
"43",8.762
"44",9.543
"45",11.261
"46",13.823
"47",7.25
"48",8.917
"49",14.156
"50",9.252
"51",13.331
"52",9.496
"53",10.726
"54",13.258
"55",12.967
"56",11.765
"57",10.305
"58",10.119
"59",10.153
"60",10.625
"61",13.113
"62",10.042
"63",8.822
"64",10.099
"65",13.038
"66",11.851
"67",10.394
"68",10.149
"69",10.581
