"","V1","V2"
"1",1,3
"2",4,7
"3",3,8
"4",4,9
"5",5,9
"6",6,9
"7",1,10
"8",2,10
"9",6,11
"10",10,12
"11",12,13
"12",8,14
"13",13,14
"14",7,16
"15",9,16
"16",10,17
"17",12,18
"18",14,18
"19",17,18
"20",13,19
"21",19,20
"22",16,21
"23",5,22
"24",15,22
"25",16,22
"26",21,22
"27",9,23
"28",16,23
"29",20,23
"30",22,23
"31",14,25
"32",22,25
"33",24,25
"34",18,26
"35",22,27
"36",19,28
"37",20,28
"38",25,29
"39",27,29
"40",26,30
"41",11,31
"42",31,32
"43",30,33
"44",27,34
"45",28,34
"46",33,34
"47",28,35
"48",31,35
"49",23,36
"50",27,36
"51",27,37
"52",31,38
"53",36,39
"54",37,39
"55",38,39
"56",34,40
"57",35,40
"58",36,40
"59",28,41
"60",33,41
"61",29,42
"62",27,43
"63",34,43
"64",42,43
"65",40,44
"66",43,45
