"","x"
"1",4.211
"2",4.171
"3",12.831
"4",11.183
"5",9.712
"6",4.33
"7",3.984
"8",10.238
"9",11.738
"10",1.587
"11",8.863
"12",10.328
"13",9.751
"14",9.948
"15",11.344
"16",1.587
"17",9.495
"18",13.842
"19",9.914
"20",0.359
"21",11.458
"22",7.49
"23",13.538
"24",11.14
"25",6.707
"26",7.146
"27",2.736
"28",11.017
"29",8.762
"30",9.543
"31",11.261
"32",13.823
"33",7.25
"34",8.917
"35",9.252
"36",9.496
"37",2.405
"38",11.765
"39",10.305
"40",10.119
"41",10.153
"42",10.625
"43",10.042
"44",8.822
"45",10.099
"46",8.17
"47",1.522
"48",10.394
"49",10.149
"50",10.581
"51",9.55
"52",8.888
