"","x"
"1",6.363
"2",7.646
"3",8.091
"4",6.517
"5",8.07
"6",7.899
"7",7.715
"8",7.051
"9",7.917
"10",7.991
"11",7.192
"12",8.941
"13",7.388
"14",5.666
"15",6.142
"16",6.536
"17",7.051
"18",8.321
"19",8.641
"20",9.429
"21",8.373
"22",6.595
"23",6.156
"24",8.094
"25",8.579
"26",5.992
"27",6.683
"28",9.247
"29",7.269
"30",9.264
"31",9.547
"32",0
"33",6.892
"34",8.15
"35",9.749
"36",8.027
"37",7.702
"38",8.475
"39",8.214
"40",0
"41",0.206
"42",3.646
"43",4.008
"44",5.15
"45",8.197
"46",8.156
"47",8.368
"48",8.118
"49",8.725
"50",8.881
"51",9.232
"52",9.93
"53",8.982
"54",9.475
"55",0
"56",4.227
"57",8.342
"58",8.155
"59",8.093
"60",9.87
"61",8.197
"62",8.762
"63",8.836
"64",9.383
"65",8.875
"66",9.253
"67",8.888
