"","weight"
"1",1.37515090094782
"2",2.45101521827028
"3",1.29091285531474
"4",0.282977030864568
"5",0.970680688940595
"6",2.62080693677448
"7",0.479003131317982
"8",1.88306770988609
"9",0.779805616648519
"10",0.581759400400274
"11",1.31135654941322
"12",1.83231913152687
"13",2.42287535788261
"14",2.57967536748422
"15",2.5900519300518
"16",2.5203571177168
"17",1.98358992728731
"18",2.99935476390377
"19",2.47571690629995
"20",0.790199974821011
"21",1.98001181823083
"22",0.757079256409766
"23",2.32861933407891
"24",2.18483848418675
"25",2.32576679835521
"26",2.33252309725933
"27",1.75620300650982
"28",2.18083419874207
"29",1.34364467031605
"30",0.82030482142289
"31",1.62616112331289
"32",0.35350247495538
