"","x"
"1",10.983
"2",7.674
"3",3.753
"4",5.763
"5",7.77
"6",4.928
"7",6.4
"8",2.425
"9",1.675
"10",8.623
"11",5.366
"12",2.657
"13",-0.03
"14",2.273
"15",0.221
"16",1.76
"17",1.433
"18",0
"19",4.399
"20",9.441
"21",0
"22",7.157
"23",0.559
"24",4.527
"25",4.449
"26",4.396
"27",3.198
"28",3.018
"29",9.054
"30",5.986
"31",0.307
"32",2.904
"33",3.208
"34",1.993
"35",4.096
"36",11.129
"37",4.03
"38",0.447
"39",4.565
"40",9.217
"41",10.582
"42",5.325
"43",8.318
"44",4.591
"45",0
"46",8.613
"47",8.766
"48",4.728
"49",4.941
