"","weight"
"1",2.01279432629898
"2",2.10827512445833
"3",0.731775922582416
"4",4.28911191274985
"5",1.80994502683029
"6",2.50727760739574
"7",2.33465650581377
"8",1.32242542317749
"9",1.94823607405738
"10",2.23585978991905
"11",2.47609066861595
"12",1.79543866498508
"13",2.38380473200013
"14",2.54363047635538
"15",1.46874810652101
"16",2.55363348974138
"17",1.61118000213482
"18",3.78520469783123
"19",3.82419939351027
"20",2.1492891846188
"21",2.35095725166499
"22",2.0344996930286
"23",2.01767589068674
"24",3.54788669493219
"25",1.66749392819206
"26",2.6183057497982
"27",2.0404217701322
"28",1.92278677932146
"29",1.73953470739641
"30",3.03737402969796
"31",3.22612399002573
"32",3.24143008547071
"33",1.228295160035
"34",2.84389328204515
