"","x"
"1",2.765
"2",0
"3",18.069
"4",15.384
"5",0
"6",20.169
"7",18.134
"8",13.775
"9",16.365
"10",16.173
"11",16.867
"12",16.997
"13",16.372
"14",16.87
"15",19.072
"16",18.175
"17",17.849
"18",16.838
"19",18.624
"20",17.375
"21",18.322
"22",7.87
"23",0.081
"24",20.209
"25",17.856
"26",18.767
"27",0.186
"28",0.204
"29",18.068
"30",18.454
"31",18.607
"32",19.536
"33",19.38
"34",18.935
"35",20.737
"36",14.293
"37",18.455
"38",0
"39",19.805
"40",17.782
"41",20.395
"42",15.263
"43",9.511
"44",0
"45",19.557
"46",20.881
"47",19.676
"48",14.599
"49",0
"50",17.373
"51",0
"52",0.414
