"","x"
"1",7.525
"2",8.702
"3",4.292
"4",5.057
"5",9.015
"6",8.556
"7",9.214
"8",11.005
"9",8.94
"10",4.487
"11",7.915
"12",8.495
"13",1.774
"14",4.763
"15",7.564
"16",7.355
"17",9.258
"18",4.407
"19",8.869
"20",4.766
"21",6.659
"22",7.721
"23",10.812
"24",5.688
"25",4.764
"26",10.113
"27",8.105
"28",4.094
"29",6.633
"30",10.744
"31",4.055
"32",6.738
"33",8.38
"34",0.423
"35",9.539
"36",7.978
"37",8.318
"38",8.383
"39",9.477
"40",4.9
"41",6.035
"42",1.788
"43",0.572
"44",6.318
"45",1.637
"46",1.85
"47",7.977
"48",7.332
