"","x"
"1",13.095
"2",12.397
"3",8.113
"4",3.676
"5",13.636
"6",12.114
"7",13.127
"8",12.354
"9",11.873
"10",12.362
"11",14.085
"12",9.474
"13",7.248
"14",3.754
"15",14.595
"16",14.027
"17",7.687
"18",7.436
"19",8.175
"20",10.771
"21",14.775
"22",14.143
"23",10.885
"24",12.92
"25",14.322
"26",15.138
"27",7.94
"28",14.633
"29",13.934
"30",5.765
"31",14.892
"32",11.19
"33",12.409
"34",12.832
"35",12.143
"36",12.772
"37",13.233
"38",12.442
"39",13.962
"40",13.26
"41",13.161
"42",13.006
"43",11.923
"44",11.724
"45",12.628
"46",11.632
