"","x"
"1",12.397
"2",8.113
"3",13.636
"4",12.114
"5",15.702
"6",11.873
"7",13.158
"8",12.362
"9",16.075
"10",14.085
"11",9.474
"12",7.248
"13",14.595
"14",14.027
"15",7.436
"16",8.175
"17",10.771
"18",14.775
"19",14.143
"20",16.262
"21",10.885
"22",12.92
"23",14.322
"24",15.138
"25",14.633
"26",13.934
"27",14.892
"28",15.433
"29",11.19
"30",12.409
"31",12.832
"32",12.143
"33",12.772
"34",13.233
"35",12.442
"36",13.962
"37",13.26
"38",13.161
"39",13.006
"40",11.923
"41",11.724
"42",12.628
"43",11.632
