"","V1","V2"
"1",1,3
"2",1,6
"3",3,6
"4",4,9
"5",5,9
"6",5,10
"7",3,11
"8",9,11
"9",7,12
"10",7,13
"11",12,13
"12",10,14
"13",12,14
"14",9,15
"15",10,15
"16",13,17
"17",13,18
"18",14,18
"19",6,19
"20",14,20
"21",15,20
"22",20,21
"23",11,22
"24",19,23
"25",2,24
"26",8,24
"27",16,24
"28",22,26
"29",23,26
"30",24,26
"31",17,27
"32",24,28
"33",25,28
"34",24,29
"35",28,29
"36",22,30
"37",27,31
"38",18,32
"39",30,32
"40",21,33
"41",29,34
"42",30,34
"43",31,35
"44",32,35
"45",32,36
"46",33,36
"47",33,37
"48",36,38
"49",37,38
"50",35,39
"51",36,39
"52",38,40
"53",26,41
"54",34,41
