"","x"
"1",16.194
"2",11.225
"3",19.782
"4",17.895
"5",18.868
"6",16.203
"7",15.941
"8",16.39
"9",19.168
"10",11.56
"11",12.208
"12",18.796
"13",19.787
"14",15.929
"15",19.488
"16",20.22
"17",18.976
"18",19.599
"19",16.912
"20",16.604
"21",16.574
"22",16.661
"23",13.982
"24",18.623
"25",18.512
"26",16.692
"27",19.58
"28",16.812
"29",16.707
"30",19.457
"31",13.888
"32",16.793
"33",18.226
"34",19.858
"35",18.539
"36",19.505
"37",16.774
"38",16.767
"39",16.583
"40",17.039
"41",16.481
"42",17.122
"43",15.708
"44",15.417
"45",17.44
