"","x"
"1",16.194
"2",21.79
"3",17.895
"4",18.868
"5",15.941
"6",19.168
"7",21.961
"8",21.606
"9",21.353
"10",21.527
"11",21.069
"12",20.541
"13",18.892
"14",20.506
"15",18.796
"16",21.64
"17",21.327
"18",21.222
"19",20.377
"20",21.026
"21",20.523
"22",21.686
"23",20.251
"24",21.237
"25",16.209
"26",21.507
"27",19.665
"28",16.668
"29",18.623
"30",16.593
"31",18.512
"32",19.58
"33",16.812
"34",19.457
"35",19.711
"36",18.226
"37",18.539
"38",19.692
"39",19.505
"40",16.774
"41",19.727
"42",17.039
"43",17.926
"44",17.122
"45",17.313
"46",18.039
"47",18.077
"48",15.943
"49",18.32
"50",18.574
"51",18.188
"52",17.44
