"","V1","V2"
"1",1,3
"2",4,6
"3",7,8
"4",5,10
"5",8,10
"6",9,10
"7",7,11
"8",1,13
"9",2,13
"10",13,14
"11",3,16
"12",12,17
"13",6,18
"14",9,19
"15",11,20
"16",19,20
"17",15,21
"18",10,22
"19",19,22
"20",16,23
"21",14,24
"22",15,24
"23",16,25
"24",11,26
"25",26,27
"26",17,28
"27",6,29
"28",10,29
"29",22,29
"30",22,30
"31",17,31
"32",18,32
"33",28,32
"34",27,33
"35",17,34
"36",25,34
"37",14,36
"38",23,36
"39",24,36
"40",35,36
"41",28,37
"42",32,37
"43",26,38
"44",29,38
"45",35,38
"46",32,39
"47",34,39
"48",35,39
"49",34,40
"50",23,41
"51",40,41
"52",36,42
"53",42,43
"54",41,44
"55",42,44
"56",43,44
"57",31,45
"58",37,46
"59",39,46
"60",45,46
"61",37,47
"62",38,47
"63",43,48
