"","x"
"1",23.653
"2",24.311
"3",23.882
"4",23.837
"5",23.484
"6",23.49
"7",23.432
"8",23.945
"9",23.873
"10",23.073
"11",23.296
"12",23.314
"13",23.449
"14",23.486
"15",23.476
"16",23.484
"17",23.111
"18",23.322
"19",23.047
"20",20.509
"21",20.872
"22",24.354
"23",24.296
"24",24.311
"25",24.398
"26",24.193
"27",24.36
"28",20.847
"29",24.559
"30",20.069
"31",23.72
"32",25.158
"33",24.828
"34",23.234
"35",24.338
"36",23.992
"37",24.565
"38",23.838
"39",21.26
"40",21.091
"41",21.07
"42",21.157
"43",21.26
"44",21.261
"45",21.199
"46",21.059
"47",21.231
"48",22.183
"49",21.486
"50",22.492
"51",22.702
"52",22.915
"53",20.327
