"","weight"
"1",0.226559043304327
"2",0.1114629987795
"3",0.0544334467130846
"4",0.108162840797921
"5",0.217504023211196
"6",0.206308022388114
"7",0.162221453907839
"8",0.136655772685207
"9",0.110886428908398
"10",0.179899972175718
"11",0.120149906803018
"12",0.181394597416958
"13",3.48177236477269
"14",0.148404851919258
"15",0.128825463050403
"16",0.181653516597512
"17",0.17448209079954
"18",0.373150640369905
"19",0.13572914357651
"20",0.23830442706942
"21",0.132348025530739
"22",0.220683030495093
"23",0.123190908242153
"24",1.23664716084887
"25",0.500327493111747
"26",0.992804613791476
"27",1.64207101003333
"28",1.75911796079057
"29",3.42069431553738
"30",1.65199757890799
"31",1.36430311904271
"32",1.28390965419606
"33",1.79880515883128
"34",1.48928036326502
"35",1.96168702901634
"36",1.37192164415655
"37",2.41337129310529
"38",1.42593828765381
"39",0.187627290384206
"40",0.161681786137795
"41",0.134773884755569
"42",0.153440542289407
"43",0.096033328419093
"44",0.128534042302214
"45",2.87123823454773
"46",0.180058323917856
"47",0.183095603366275
"48",0.178645459341883
"49",0.134544416973093
"50",0.175177053598092
"51",0.192979273504991
"52",3.14267131670681
"53",1.66335474319518
"54",1.95864978999554
"55",2.48268322592374
"56",2.33365057363963
"57",2.35773959544843
"58",0.793448801008039
"59",2.28110170741568
"60",0.735478755682041
"61",2.90256111106138
"62",2.8133576025724
"63",2.43643694782884
"64",0.500268727888639
"65",0.268035818757705
"66",0.761291008713693
"67",1.08028783178511
"68",0.260768096407334
"69",1.1006528058379
"70",0.165331183299344
"71",0.14940950548587
"72",0.219059809878946
"73",0.215230109692933
