"","V1","V2"
"1",5,6
"2",5,7
"3",6,7
"4",4,8
"5",3,9
"6",8,9
"7",3,10
"8",9,10
"9",11,12
"10",6,15
"11",7,16
"12",7,17
"13",8,17
"14",16,17
"15",9,18
"16",10,19
"17",18,19
"18",2,20
"19",11,21
"20",20,21
"21",12,22
"22",13,22
"23",20,23
"24",21,24
"25",22,24
"26",19,25
"27",17,26
"28",18,26
"29",15,27
"30",16,27
"31",1,28
"32",14,28
"33",20,28
"34",24,29
"35",24,30
"36",29,30
"37",20,31
"38",21,31
"39",27,31
"40",28,31
"41",20,32
"42",23,32
"43",16,33
"44",17,33
"45",27,34
"46",33,35
"47",31,37
"48",26,38
"49",29,38
"50",30,38
"51",37,38
"52",34,39
"53",35,40
"54",37,40
"55",36,41
"56",38,42
"57",29,43
"58",30,43
"59",42,43
"60",29,44
"61",41,44
"62",42,44
"63",39,45
"64",40,45
"65",28,46
"66",32,46
"67",41,47
"68",42,48
"69",40,49
"70",47,49
"71",48,49
"72",45,50
