"","x"
"1",10.983
"2",7.674
"3",3.753
"4",7.77
"5",4.928
"6",2.425
"7",5.366
"8",2.273
"9",1.433
"10",4.399
"11",9.441
"12",7.157
"13",0.559
"14",4.527
"15",4.396
"16",3.198
"17",9.054
"18",5.986
"19",0.307
"20",2.904
"21",3.208
"22",13.309
"23",11.129
"24",0.279
"25",4.03
"26",4.706
"27",11.905
"28",9.217
"29",10.582
"30",9.542
"31",0.282
"32",5.325
"33",0.298
"34",3.611
"35",8.412
"36",7.957
"37",14.427
"38",11.999
"39",8.318
"40",4.591
"41",8.613
"42",11.373
"43",11.353
"44",8.766
"45",4.813
"46",4.728
"47",4.941
