"","x"
"1",12.028
"2",11.639
"3",10.983
"4",7.674
"5",13.695
"6",3.753
"7",11.471
"8",7.77
"9",12.068
"10",4.928
"11",2.425
"12",8.623
"13",5.366
"14",2.273
"15",9.968
"16",1.433
"17",10.048
"18",4.399
"19",9.441
"20",7.157
"21",0.559
"22",4.527
"23",4.396
"24",3.198
"25",9.054
"26",5.986
"27",0.307
"28",2.904
"29",3.208
"30",13.309
"31",11.129
"32",0.279
"33",4.03
"34",13.529
"35",10.193
"36",14.753
"37",9.217
"38",10.582
"39",9.542
"40",5.325
"41",9.541
"42",8.412
"43",7.957
"44",11.999
"45",8.318
"46",4.591
"47",8.613
"48",8.766
"49",4.728
"50",4.941
