"","x"
"1",10.983
"2",7.674
"3",11.471
"4",7.77
"5",12.068
"6",8.623
"7",9.968
"8",10.048
"9",4.399
"10",9.441
"11",7.157
"12",4.396
"13",10.452
"14",9.054
"15",5.986
"16",13.309
"17",11.129
"18",4.03
"19",13.529
"20",12.004
"21",11.884
"22",10.193
"23",10.693
"24",9.558
"25",14.96
"26",4.565
"27",10.685
"28",4.706
"29",11.905
"30",14.753
"31",9.217
"32",10.582
"33",9.542
"34",5.325
"35",9.541
"36",9.509
"37",3.611
"38",8.412
"39",7.957
"40",14.427
"41",11.999
"42",8.318
"43",4.591
"44",8.613
"45",11.373
"46",11.353
"47",8.766
"48",4.728
"49",4.941
