"","x"
"1",18.129
"2",19.962
"3",19.184
"4",11.639
"5",18.011
"6",18.86
"7",10.983
"8",16.629
"9",15.271
"10",13.4
"11",13.291
"12",18.009
"13",12.046
"14",17.46
"15",19.821
"16",13.695
"17",19.097
"18",11.471
"19",17.595
"20",7.77
"21",17.787
"22",16.085
"23",15.42
"24",16.517
"25",13.476
"26",8.623
"27",17.754
"28",17.335
"29",16.441
"30",9.968
"31",19.567
"32",10.048
"33",9.441
"34",20.604
"35",19.14
"36",18.511
"37",17.217
"38",19.284
"39",19.247
"40",17.339
"41",13.309
"42",18.732
"43",17.671
"44",16.152
"45",18.992
"46",18.639
"47",16.227
"48",16.12
"49",14.96
"50",18.337
"51",14.753
"52",14.427
