"","weight"
"1",0.311088411918822
"2",0.246797487627281
"3",0.328817578808319
"4",0.323196535158474
"5",0.257155594979105
"6",1.97434267542397
"7",3.16006265772035
"8",3.26720507474147
"9",1.86013682300095
"10",2.47117381042805
"11",1.43435734744878
"12",1.74706296394686
"13",0.436303793321019
"14",0.677156554940273
"15",2.26712681568057
"16",2.91299244739154
"17",0.853922713355627
"18",3.81787912315311
"19",3.69147138684714
"20",0.782384176724468
"21",1.03247324401686
"22",1.06276808388001
"23",2.28531485737386
"24",1.19844732869678
"25",2.15971386996951
"26",1.63611857772751
"27",3.27567168687303
"28",1.61453522686539
"29",1.77296362059805
"30",0.612013888786456
"31",1.0275898988497
"32",1.5451734531187
"33",3.38235435746455
"34",0.902383510482894
"35",3.16013053530985
"36",1.66330947216715
"37",1.74502865298223
"38",2.39969768896086
"39",3.37165374854543
