"","weight"
"1",0.69633612570531
"2",1.0950913203734
"3",2.06497578677471
"4",1.69933075059766
"5",0.720416546102337
"6",0.914737120844303
"7",0.526778890798254
"8",0.680855344419288
"9",1.57977245184539
"10",0.925397751979218
"11",0.673157485263505
"12",2.34195409852794
"13",1.58496056715725
"14",1.53855646658127
"15",2.32802491409437
"16",2.27044577117358
"17",1.94526502065714
"18",1.8133162991274
"19",0.694705692871069
"20",1.05453733918727
"21",0.641969625615061
"22",1.66132597651851
"23",2.06693396120281
"24",2.09126373259982
"25",1.11739026305003
"26",0.798901746323913
"27",1.30170081052872
"28",2.42002252043037
"29",0.870262029113039
"30",0.980726261474429
"31",0.661913136234305
"32",1.35072906247781
"33",0.667559135816538
"34",1.3613023176325
"35",2.80863383144503
"36",2.17545604411567
"37",1.96423690024182
"38",1.01412474587891
"39",0.975184085240217
"40",1.35353463230409
"41",1.70293863622836
"42",1.72372880681183
"43",2.99435151576651
"44",1.05583568781073
"45",1.25141080342954
"46",1.62030274994425
"47",1.43412865552694
"48",2.11860803356813
"49",1.15977411608907
"50",1.42948417271193
"51",1.54083775917392
"52",1.45128529250891
"53",1.63286374190826
"54",1.33784191919045
"55",1.45210226929887
"56",1.29186725337935
"57",1.7815512900522
"58",1.1089526591394
"59",1.35263483623294
"60",0.859874409314897
"61",1.15869927070749
"62",2.390370054978
"63",0.513011695694864
"64",1.27300534193916
"65",0.767087218090028
