"","V1","V2"
"1",2,4
"2",1,5
"3",3,5
"4",2,6
"5",4,6
"6",7,9
"7",6,10
"8",5,11
"9",4,12
"10",8,13
"11",9,13
"12",6,14
"13",10,14
"14",12,14
"15",5,15
"16",9,15
"17",14,16
"18",12,17
"19",6,18
"20",14,18
"21",13,19
"22",18,19
"23",16,21
"24",17,21
"25",17,22
"26",18,22
"27",21,22
"28",18,23
"29",22,23
"30",23,24
"31",22,25
"32",23,25
"33",24,25
"34",22,26
"35",24,26
"36",19,28
"37",20,29
"38",22,30
"39",25,30
"40",26,30
"41",19,31
"42",28,31
"43",20,32
"44",28,32
"45",29,32
"46",27,33
"47",31,33
