"","V1","V2"
"1",2,4
"2",3,4
"3",4,5
"4",5,8
"5",6,9
"6",1,10
"7",7,10
"8",7,11
"9",10,11
"10",6,13
"11",8,13
"12",9,13
"13",5,15
"14",8,15
"15",11,16
"16",9,17
"17",12,17
"18",10,18
"19",14,18
"20",15,18
"21",4,19
"22",13,19
"23",14,20
"24",19,23
"25",19,24
"26",17,25
"27",21,27
"28",22,28
"29",10,29
"30",25,29
"31",10,30
"32",16,30
"33",26,30
"34",29,30
"35",23,32
"36",24,32
"37",24,33
"38",25,33
"39",23,34
"40",28,34
"41",32,34
"42",18,35
"43",22,35
"44",23,35
"45",20,36
"46",21,36
"47",27,36
"48",35,36
"49",31,37
"50",33,37
"51",38,39
"52",37,40
"53",39,41
"54",34,42
"55",40,42
"56",36,43
"57",34,44
"58",35,44
"59",42,44
"60",27,45
"61",45,46
"62",43,47
"63",45,47
"64",46,47
"65",44,48
"66",47,48
"67",42,49
"68",25,50
"69",29,50
"70",32,50
"71",43,50
"72",39,51
"73",50,51
