"","x"
"1",2.08
"2",8.417
"3",0.163
"4",7.811
"5",0.174
"6",3.542
"7",0
"8",7.159
"9",3.735
"10",0
"11",3.383
"12",0
"13",0.369
"14",3.361
"15",1.978
"16",0
"17",7.933
"18",2.172
"19",6.448
"20",7.838
"21",0.33
"22",0.35
"23",7.382
"24",7.658
"25",3.867
"26",0
"27",0
"28",0.304
"29",6.325
"30",7.398
"31",0.241
"32",0
"33",0
"34",0
"35",8.258
"36",6.922
"37",6.148
"38",10.103
"39",9.397
"40",8.164
"41",0.454
"42",4.017
"43",1.018
"44",0.695
"45",9.33
"46",9.088
"47",8.929
"48",8.015
"49",7.905
"50",9.549
"51",6.836
"52",1.883
