"","x"
"1",3.735
"2",9.765
"3",9.338
"4",9.315
"5",7.838
"6",8.423
"7",0.33
"8",7.658
"9",8.031
"10",3.867
"11",0.304
"12",8.417
"13",7.978
"14",6.325
"15",7.398
"16",0
"17",8.258
"18",6.922
"19",9.363
"20",6.148
"21",8.144
"22",10.103
"23",9.397
"24",9.263
"25",8.164
"26",0.454
"27",8.125
"28",10.185
"29",4.017
"30",1.018
"31",9.518
"32",9.33
"33",9.088
"34",10.045
"35",8.929
"36",8.015
"37",9.256
"38",0.784
"39",1.2
"40",10.041
"41",1.273
"42",10.094
"43",7.905
"44",9.549
"45",7.957
"46",9.483
"47",9.076
"48",9.926
"49",11.201
"50",6.836
"51",1.883
