"","V1","V2"
"1",2,4
"2",4,5
"3",4,6
"4",3,10
"5",3,11
"6",4,11
"7",6,12
"8",7,12
"9",7,13
"10",8,13
"11",9,14
"12",9,15
"13",11,15
"14",14,15
"15",14,16
"16",8,17
"17",15,17
"18",20,21
"19",15,22
"20",21,22
"21",12,23
"22",13,24
"23",17,24
"24",20,24
"25",23,24
"26",19,26
"27",20,26
"28",21,27
"29",16,28
"30",18,28
"31",27,28
"32",16,30
"33",23,31
"34",28,32
"35",17,33
"36",32,33
"37",1,34
"38",29,34
"39",31,34
"40",25,36
"41",30,36
"42",32,36
"43",17,37
"44",28,38
"45",32,39
"46",36,39
"47",35,40
"48",31,41
"49",34,41
"50",37,41
"51",40,41
