"","x"
"1",4.962
"2",3.987
"3",4.082
"4",3.918
"5",5.618
"6",4.566
"7",4.355
"8",4.365
"9",4.025
"10",4.4
"11",6.6
"12",4.085
"13",5.027
"14",4.587
"15",4.878
"16",5.154
"17",4.714
"18",3.958
"19",3.762
"20",4.539
"21",4.411
"22",5.202
"23",4.827
"24",4.329
"25",4.146
"26",3.664
"27",4.163
"28",6.649
"29",5.387
"30",4.25
"31",7.082
"32",5.765
"33",2.926
"34",2.064
"35",4.989
"36",7.343
"37",6.688
"38",7.211
"39",3.962
"40",5.236
"41",6.305
"42",7.461
"43",7.372
"44",7.205
"45",4.209
"46",4.361
"47",0.768
