"","V1","V2"
"1",1,4
"2",2,3
"3",2,15
"4",3,9
"5",3,10
"6",4,10
"7",4,11
"8",4,16
"9",5,6
"10",5,11
"11",5,12
"12",6,12
"13",6,13
"14",7,13
"15",7,14
"16",8,15
"17",8,19
"18",9,19
"19",10,17
"20",11,12
"21",11,17
"22",12,16
"23",13,20
"24",14,28
"25",15,19
"26",16,18
"27",16,35
"28",17,20
"29",17,23
"30",18,24
"31",18,25
"32",18,26
"33",19,22
"34",20,21
"35",20,28
"36",21,42
"37",21,48
"38",22,29
"39",22,30
"40",22,31
"41",23,31
"42",23,35
"43",24,25
"44",24,33
"45",25,32
"46",25,34
"47",25,35
"48",26,34
"49",27,36
"50",28,35
"51",28,36
"52",28,51
"53",29,39
"54",30,31
"55",30,42
"56",31,32
"57",31,39
"58",32,38
"59",33,34
"60",33,38
"61",34,37
"62",36,47
"63",37,40
"64",38,40
"65",38,41
"66",39,41
"67",39,44
"68",41,45
"69",41,46
"70",41,50
"71",42,43
"72",42,48
"73",43,49
"74",44,49
"75",44,50
"76",48,51
