"","x"
"1",3.987
"2",4.082
"3",3.918
"4",4.566
"5",4.355
"6",4.365
"7",4.4
"8",4.044
"9",6.6
"10",4.085
"11",4.587
"12",4.878
"13",5.154
"14",4.714
"15",3.958
"16",3.762
"17",3.992
"18",5.202
"19",4.827
"20",4.329
"21",4.146
"22",3.664
"23",4.163
"24",5.387
"25",4.25
"26",7.082
"27",2.926
"28",2.064
"29",5.726
"30",4.989
"31",7.343
"32",6.688
"33",7.211
"34",6.98
"35",3.962
"36",4.852
"37",5.236
"38",6.305
"39",7.461
"40",7.372
"41",7.205
"42",4.209
"43",4.361
"44",8.189
"45",6.875
"46",5.797
"47",7.641
"48",6.533
"49",0.677
"50",0.768
