"","x"
"1",17.316
"2",17.311
"3",20.735
"4",20.883
"5",17.336
"6",22.078
"7",17.391
"8",17.304
"9",19.971
"10",20.05
"11",22.718
"12",19.671
"13",17.556
"14",22.319
"15",17.46
"16",16.881
"17",22.349
"18",20.858
"19",15.059
"20",19.894
"21",15.239
"22",22.315
"23",15.248
"24",20.782
"25",19.931
"26",15.312
"27",20.439
"28",12.079
"29",18.595
"30",19.093
"31",18.336
"32",14.119
"33",19.737
"34",19.613
"35",19.073
"36",18.906
"37",18.501
"38",18.52
"39",13.966
"40",16.169
"41",19.831
"42",21.828
"43",12.422
"44",12.369
"45",15.96
"46",9.359
"47",15.587
"48",15.628
"49",15.424
"50",19.1
"51",16.309
