"","weight"
"1",1.07438168268989
"2",0.431805511733357
"3",0.411285788389558
"4",0.400560856800493
"5",1.04847699091454
"6",0.145633100320988
"7",0.170320287302753
"8",0.403613676713597
"9",0.889001687222589
"10",0.430116263154549
"11",0.86563964887556
"12",1.6661344482905
"13",2.09064320253225
"14",1.74122485621681
"15",2.86151480866966
"16",0.311184832901586
"17",0.213953266045637
"18",0.308332612437789
"19",0.233849524742268
"20",0.366868369409297
"21",0.354131331682681
"22",0.152848945340494
