"","x"
"1",9.707
"2",9.641
"3",5.631
"4",6.263
"5",4.418
"6",5.802
"7",7.444
"8",7.039
"9",3.423
"10",7.347
"11",7.143
"12",5.972
"13",2.716
"14",7.236
"15",8.888
"16",6.569
"17",8.766
"18",8.627
"19",7.015
"20",3.126
"21",9.862
"22",6.438
"23",9.037
"24",5.885
"25",6.681
"26",6.399
"27",8.879
"28",7.962
"29",7.566
"30",1.598
"31",7.878
"32",10.336
"33",9.27
"34",8.719
"35",8.178
"36",5.196
"37",3.339
"38",3.151
"39",0.356
"40",6.627
"41",2.325
"42",4.679
"43",5.218
"44",3.176
"45",0.312
"46",6.812
"47",5.468
"48",7.158
"49",6.806
"50",6.908
"51",6.943
"52",6.352
