"","x"
"1",12.381
"2",11.587
"3",13.652
"4",9.796
"5",11.571
"6",4.433
"7",12.831
"8",11.183
"9",9.712
"10",12.334
"11",13.654
"12",10.238
"13",11.738
"14",13.943
"15",8.863
"16",13.747
"17",10.328
"18",9.751
"19",9.948
"20",11.344
"21",9.495
"22",13.842
"23",14.612
"24",9.914
"25",13.467
"26",14.485
"27",11.458
"28",9.641
"29",14.726
"30",7.49
"31",13.538
"32",14.359
"33",11.14
"34",7.146
"35",11.703
"36",11.017
"37",9.543
"38",11.261
"39",13.823
"40",7.25
"41",8.917
"42",14.156
"43",9.252
"44",9.496
"45",12.967
"46",11.765
"47",10.305
"48",10.153
"49",10.625
"50",10.042
"51",8.822
"52",10.099
"53",11.851
"54",10.149
