"","x"
"1",12.381
"2",11.587
"3",13.652
"4",11.571
"5",11.183
"6",9.712
"7",3.984
"8",12.334
"9",13.654
"10",10.238
"11",11.738
"12",10.376
"13",13.943
"14",8.863
"15",10.328
"16",9.751
"17",9.948
"18",11.344
"19",9.495
"20",13.842
"21",14.612
"22",9.914
"23",13.467
"24",14.485
"25",11.458
"26",9.641
"27",14.726
"28",7.49
"29",13.538
"30",14.359
"31",11.14
"32",11.92
"33",6.707
"34",7.146
"35",2.736
"36",11.703
"37",11.017
"38",8.762
"39",9.543
"40",11.261
"41",13.823
"42",7.25
"43",8.917
"44",14.156
"45",9.252
"46",9.496
"47",10.726
"48",12.967
"49",11.765
"50",10.305
"51",10.119
"52",10.153
"53",10.625
"54",13.113
"55",10.042
"56",8.822
"57",10.099
"58",8.17
"59",13.038
"60",11.851
"61",10.394
"62",10.149
