"","x"
"1",3.722
"2",4.29
"3",4.433
"4",9.712
"5",3.984
"6",2.166
"7",12.596
"8",11.24
"9",12.334
"10",10.238
"11",0.151
"12",10.376
"13",8.863
"14",11.344
"15",0.036
"16",9.495
"17",0
"18",0.359
"19",11.458
"20",9.641
"21",13.538
"22",11.92
"23",7.146
"24",2.736
"25",11.703
"26",11.017
"27",8.762
"28",9.543
"29",11.261
"30",7.25
"31",8.917
"32",9.252
"33",9.496
"34",10.726
"35",2.405
"36",0
"37",12.967
"38",11.765
"39",10.119
"40",10.153
"41",10.099
"42",1.522
"43",11.851
"44",10.394
"45",10.149
