"","V1","V2"
"1",1,4
"2",1,5
"3",2,5
"4",3,7
"5",4,7
"6",4,8
"7",5,8
"8",7,11
"9",8,11
"10",9,12
"11",7,13
"12",11,13
"13",5,14
"14",11,14
"15",12,14
"16",6,17
"17",15,17
"18",10,18
"19",15,18
"20",16,18
"21",13,19
"22",16,21
"23",17,22
"24",15,23
"25",17,23
"26",18,23
"27",18,24
"28",13,25
"29",14,25
"30",20,25
"31",14,26
"32",21,26
"33",23,26
"34",20,27
"35",22,27
"36",23,27
"37",22,28
"38",15,29
"39",18,30
"40",19,31
"41",25,32
"42",26,33
"43",33,35
"44",19,36
"45",31,36
"46",31,37
"47",32,37
"48",32,38
"49",33,38
"50",23,39
"51",34,39
"52",35,39
"53",39,40
"54",37,41
"55",38,42
"56",41,42
