"","x"
"1",23.653
"2",24.311
"3",23.882
"4",23.484
"5",23.49
"6",19.976
"7",23.945
"8",23.073
"9",23.296
"10",23.314
"11",23.449
"12",23.486
"13",23.476
"14",22.813
"15",23.111
"16",23.322
"17",23.047
"18",20.509
"19",20.872
"20",24.354
"21",24.296
"22",24.311
"23",24.347
"24",24.505
"25",24.508
"26",18.554
"27",24.398
"28",24.193
"29",24.36
"30",20.847
"31",24.559
"32",20.069
"33",23.72
"34",25.158
"35",24.828
"36",23.234
"37",24.338
"38",23.992
"39",24.565
"40",23.838
"41",21.126
"42",21.26
"43",21.091
"44",21.041
"45",21.07
"46",19.416
"47",21.26
"48",21.261
"49",21.199
"50",21.059
"51",21.231
"52",21.043
"53",22.183
"54",21.486
"55",22.492
"56",22.702
"57",23.671
"58",20.327
"59",23.313
"60",22.957
