"","V1","V2"
"1",3,4
"2",4,5
"3",1,7
"4",6,7
"5",5,8
"6",5,9
"7",7,9
"8",3,10
"9",8,10
"10",13,14
"11",13,18
"12",14,18
"13",12,19
"14",15,19
"15",14,20
"16",15,20
"17",18,20
"18",11,21
"19",12,21
"20",16,22
"21",16,23
"22",17,23
"23",17,24
"24",11,25
"25",7,26
"26",23,28
"27",3,29
"28",18,29
"29",21,29
"30",26,29
"31",2,30
"32",26,30
"33",27,30
"34",27,31
"35",30,31
"36",28,32
"37",29,32
"38",30,33
"39",36,37
"40",35,38
"41",35,41
"42",40,41
"43",37,42
"44",38,42
"45",29,43
"46",38,43
"47",41,43
"48",36,44
"49",37,44
"50",36,45
"51",44,45
"52",32,46
"53",44,47
"54",46,47
"55",33,48
"56",39,48
"57",47,48
"58",46,49
"59",47,50
"60",48,51
"61",34,52
"62",47,52
"63",48,52
"64",52,53
"65",52,54
"66",50,55
"67",49,56
"68",56,57
"69",49,58
"70",56,59
"71",58,60
"72",58,61
"73",60,61
